# =-=-=-=-=-=-=-=-=-=-=
# STATISTICAL DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
2880,20,634.252,634.252
2973,69,792.487,792.487
3200,24,748.091,576.091
3459,74,697.838,697.838
4007,59,799.343,477.343
4136,59,469.184,469.184
4302,73,719.55,134.55
4304,73,583.633,142.633
4306,73,439.44,152.44
4309,73,284.655,141.655
4313,73,170.326,170.326
5970,11,499.841,347.841
5973,11,679.671,679.671
6509,1,633.934,633.934
6685,15,535.578,535.578
6790,4,247.332,83.332
6802,4,358.29,358.29
20589,85,775.577,550.577
20590,85,263.381,263.381
20675,91,785.61,500.61
20678,91,282.624,272.624
20681,91,127.788,127.788
