# =-=-=-=-=-=-=-=-=-=-=
# STATISTICAL DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
1,71,625.839,625.839
16,91,640.328,640.328
400,35,600.317,559.317
405,35,364.561,364.561
415,43,565.89,565.89
2315,41,746.083,746.083
3107,16,793.598,696.598
3108,16,558.586,558.586
3380,41,746.966,746.966
3990,16,619.986,451.986
3991,16,461.961,461.961
4692,14,783.715,555.715
4702,14,788.753,788.753
4837,16,721.681,721.681
4904,41,793,701
4905,41,399.256,399.256
5519,14,610.527,610.527
5725,16,713.675,660.675
5726,16,562.659,562.659
5727,41,725.932,725.932
