# =-=-=-=-=-=-=-=-=-=-=
# STATISTICAL DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
1,8,620.102,620.102
3300,55,118.857,118.857
4650,96,797.212,789.212
4953,24,782.986,782.986
5200,32,785.688,672.688
5201,32,683.692,683.692
5260,28,780.555,780.555
5863,78,722.909,722.909
6400,43,792.885,558.885
6417,52,791.917,752.917
6573,58,793.72,793.72
7153,75,799.3,792.3
7155,75,625.7,625.7
7423,99,563.905,563.905
12100,1,786.558,738.558
12106,1,796.719,796.719
12687,76,774.357,509.357
12690,76,733.249,733.249
13469,21,787.513,787.513
13608,10,799.485,764.485
13953,56,799.643,759.643
13978,56,779.096,779.096
18122,6,799.039,751.039
21201,87,790.868,263.868
21214,87,746.297,746.297
36127,8,799.531,743.531
36188,99,783.47,772.47
