# =-=-=-=-=-=-=-=-=-=-=
# STATISTICAL DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
1301,87,749.686,291.686
1303,87,721.137,721.137
1653,29,397.545,284.545
2000,95,650.904,600.904
2808,68,795.57,686.57
2903,88,795.765,431.765
2904,88,363.441,351.441
3076,73,795,795
3077,68,786.717,786.717
3372,84,662.431,662.431
3422,52,706.165,502.165
3445,52,428.392,428.392
3613,25,800.147,722.147
3615,25,749.945,749.945
3651,29,799.428,316.428
3653,29,481.444,418.444
3655,29,644.632,644.632
3750,32,660.064,647.064
3751,32,563.792,563.792
3932,89,417.66,417.66
4025,28,794.516,401.516
4154,28,664.086,490.086
4156,28,799.176,799.176
4270,67,793.547,793.547
4353,38,774.419,774.419
4400,35,506.38,506.38
4456,62,642.14,642.14
4923,88,380.259,141.259
4924,88,238.769,85.7686
4925,88,152.934,92.9339
4926,88,102.698,102.698
5304,56,782.157,782.157
5333,35,781.134,781.134
10394,92,770.396,770.396
31664,45,684.528,684.528
31876,69,745.883,606.883
32761,33,800.844,674.844
32849,33,588.425,588.425
42516,30,573.335,573.335
43201,38,758.779,730.779
43303,46,780.393,472.393
43306,46,598.784,598.784
43407,35,782.691,782.691
43849,66,681.363,297.363
43850,66,445.066,445.066
43933,13,746.02,746.02
44167,46,628.829,628.829
52801,29,798.697,359.697
52802,29,438.206,332.206
52803,29,411.481,411.481
53162,4,783.344,398.344
53163,4,384.575,195.575
53164,4,602.36,602.36
53243,43,737.331,503.331
53329,6,523.896,523.896
53549,2,779.135,215.135
53550,2,563.014,118.014
53590,2,704.43,704.43
53878,9,798.096,462.096
53879,9,726.028,726.028
54486,90,769.421,479.421
54487,90,289.594,245.594
54488,90,414.885,414.885
56052,52,800.227,554.227
56053,52,410.154,410.154
58385,15,773.299,719.299
58600,67,794.755,792.755
58978,73,779.792,629.792
58979,73,777.995,777.995
59355,62,794.414,571.414
59622,65,795.515,663.515
59623,65,378.073,378.073
60285,41,788.596,788.596
60328,17,799.837,799.837
60494,33,758.167,758.167
60753,58,644.96,644.96
60758,73,795.225,643.225
60759,73,372.367,372.367
60851,65,738.23,639.23
60852,65,505.046,505.046
61160,87,797.912,797.912
61248,29,708.246,708.246
61913,1,767.668,560.668
63963,98,470.241,470.241
64017,40,795.561,516.561
64018,40,785.085,785.085
64182,67,564.25,552.25
64183,67,780.674,780.674
64506,28,735.987,505.987
64507,28,780.037,780.037
64848,50,725.163,725.163
64986,0,785.674,119.674
64987,0,665.175,111.175
64988,0,750.164,750.164
65182,17,734.661,132.661
65184,17,600.7,143.7
65186,17,455.49,208.49
65187,17,258.035,258.035
66513,81,563.538,563.538
73261,65,503.631,503.631
73732,18,732.847,522.847
73916,18,763.556,763.556
74210,57,777.934,765.934
76318,18,663.916,663.916
78866,43,753.654,660.654
