# =-=-=-=-=-=-=-=-=-=-=
# STATISTICAL DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
30,66,728.948,728.948
411,2,660.411,660.411
1367,35,690.501,690.501
1655,92,731.922,731.922
4131,54,739.105,524.105
7211,91,740.188,705.188
7212,91,182.948,182.948
10000,89,798.643,105.643
10002,89,691.671,92.6714
10004,89,597.629,99.6285
10006,89,496.397,96.3969
10017,89,673.787,673.787
14200,42,788.947,246.947
14201,42,541.803,136.803
14202,42,404.681,161.681
14203,42,297.544,297.544
15371,18,795.185,762.185
15466,18,797.543,797.543
56130,19,787.116,652.116
56135,19,561.811,561.811
56693,85,792.769,698.769
56694,85,628.005,628.005
58094,57,792.723,531.723
58095,57,439.287,439.287
58402,65,786.067,374.067
58413,65,454.381,454.381
58454,88,633.148,623.148
58455,88,647.393,647.393
65681,21,752.023,580.023
65682,21,712.093,712.093
78000,79,642.242,68.2418
78001,79,573.32,63.3196
78002,79,509.514,57.5137
78003,79,451.974,49.9742
78004,79,401.045,42.0445
78005,79,358.015,35.0155
78006,79,322.647,29.647
78007,79,292.899,25.899
78008,79,266.386,23.386
78009,79,242.459,46.4593
78010,79,195.148,38.1476
78011,79,156.29,31.2904
78012,79,124.504,26.5042
78013,79,97.2289,23.2289
78014,79,73.9683,20.9683
78015,79,52.4327,19.4327
78016,79,32.361,18.361
78017,79,17.6315,17.6315
78070,60,719.251,678.251
78071,60,658.138,658.138
78721,84,626.631,626.631
