# =-=-=-=-=-=-=-=-=-=-=
# STATISTICAL DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
4204,65,698.714,657.714
4400,56,763.513,274.513
4401,56,488.545,220.545
4402,56,267.255,239.255
4403,56,278.012,278.012
5419,11,800.977,688.977
5423,11,752.46,752.46
6045,10,786.508,432.508
6054,10,585.553,585.553
70702,9,799.602,634.602
70782,9,779.633,779.633
71630,96,765.303,765.303
72535,86,795.904,795.904
72624,7,795.691,795.691
72688,28,794.14,6.14028
72689,28,787.167,9.1668
72690,28,777.236,9.23586
72691,28,767.305,9.30492
72692,28,757.374,9.37371
72693,28,747.442,9.44192
72694,28,737.512,9.51222
72695,28,727.739,9.73931
72696,28,717.808,9.80832
72697,28,707.875,9.87502
72698,28,697.939,9.93889
72699,28,687.999,9.99932
72700,28,677.056,10.0557
72701,28,666.175,10.1748
72702,28,655.238,10.2376
72703,28,644.294,10.2944
72704,28,633.344,10.344
72705,28,622.67,10.6698
72706,28,611.712,10.7115
72707,28,650.738,10.7376
72708,28,639.216,10.2164
72709,28,628.256,10.2558
72710,28,617.088,10.0883
72711,28,606.526,10.5261
72712,28,595.604,10.6043
72713,28,584.678,10.6785
72714,28,573.677,10.6767
72715,28,562.732,10.7317
72716,28,551.027,11.0273
72717,28,539.008,11.008
72718,28,527.853,10.8531
72719,28,516.461,10.461
72720,28,505.722,10.7225
72721,28,494.662,10.662
72722,28,483.628,10.6281
72723,28,472.467,10.4669
72724,28,461.68,10.68
72725,28,450.703,10.7034
72726,28,439.966,10.9664
72727,28,428.59,11.5901
72728,28,416.89,11.8901
72729,28,404.157,12.1567
72730,28,391.766,11.7661
72731,28,379.907,11.9069
72732,28,417.718,11.7178
72733,28,405.574,10.5742
72734,28,394.652,10.6519
72735,28,383.441,10.441
72736,28,372.044,10.0436
72737,28,361.831,9.8314
72738,28,351.774,9.77376
72739,28,341.351,9.35123
72740,28,331.089,9.08868
72741,28,321.841,8.84116
72742,28,312.561,8.56087
72743,28,303.342,9.34197
72744,28,293.773,9.77329
72745,28,283.138,10.1385
72746,28,272.302,10.3024
72747,28,261.53,10.5302
72748,28,250.382,10.3821
72749,28,239.477,10.4775
72750,28,228.308,10.3076
72751,28,217.249,10.2492
72752,28,206.987,9.98674
72752,82,793.442,590.442
72753,28,196.798,9.79754
72754,28,186.735,9.73495
72754,82,637.226,637.226
72755,28,176.44,9.43959
72756,28,166.179,9.17916
72757,28,206.862,8.86215
72758,28,197.367,8.36738
72759,28,188.308,8.30779
72760,28,179.912,7.91216
72761,28,171.779,7.77855
72762,28,163.606,7.60629
72763,28,155.443,7.44321
72764,28,147.249,7.24908
72765,28,139.258,7.2582
72766,28,131.178,7.17817
72767,28,123.112,7.11211
72768,28,115.064,7.06428
72769,28,107.06,7.06037
72770,28,99.0158,7.01583
72771,28,91.9726,6.97263
72772,28,84.9691,6.96907
72773,28,77.9652,6.96523
72774,28,70.9756,6.97562
72775,28,63.9707,6.97071
72776,28,56.963,6.96297
72777,28,49.963,6.963
72778,28,42.9543,6.95426
72779,28,35.9512,6.95125
72780,28,28.9516,6.95155
72781,28,21.9413,6.94134
72782,28,64.9418,6.94184
72783,28,57.9095,6.90953
72784,28,50.9171,6.91706
72785,28,43.9087,6.90871
72786,28,36.9064,6.90642
72787,28,29.9043,6.90426
72788,28,22.8862,6.88618
72789,28,15.8817,6.8817
72790,28,8.87718,6.87718
72791,28,6.88003,6.88003
72897,47,762.833,148.833
72898,47,613.913,86.9133
72899,47,526.027,80.0265
72900,47,445.89,76.8897
72901,47,368.248,78.2483
72902,47,289.013,86.0131
72903,47,247.237,247.237
76030,40,761.084,759.084
76031,40,504.875,504.875
