# =-=-=-=-=-=-=-=-=-=-=
# STATISTICAL DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
1044,26,713.073,713.073
1336,61,605.908,605.908
1614,42,786.302,769.302
2465,42,485.666,485.666
2827,32,788.341,788.341
4400,46,710.299,142.299
4401,46,567.163,251.163
4402,46,315.452,218.452
4403,46,190.296,190.296
4462,4,729.876,719.876
5150,3,771.568,109.568
5151,3,661.276,109.276
5154,3,549.19,111.19
5155,3,437.128,110.128
5156,3,326.765,109.765
5157,3,216.928,109.928
5159,3,115.245,115.245
5210,8,512.314,512.314
5301,0,799.366,331.366
5302,0,517.683,414.683
5314,0,435.512,435.512
5676,4,468.681,468.681
5701,53,799.409,793.409
6400,67,760.796,182.796
6402,67,783.226,783.226
6478,4,610.952,610.952
6875,49,798.269,798.269
6911,45,796.367,713.367
6912,45,238.431,238.431
7252,24,790.023,596.023
7269,24,591.029,591.029
10835,8,785.478,599.478
10837,8,211.369,211.369
11000,27,786.868,438.868
11001,27,439.63,439.63
12484,43,792.058,711.058
24177,18,792.539,792.539
24239,0,788.617,580.617
24733,87,753.985,753.985
27517,51,796,776
28246,97,793.218,778.218
28247,97,444.36,444.36
30664,97,794.59,684.59
30665,97,624.169,624.169
50116,47,790.223,763.223
50117,47,233.576,233.576
59970,20,788.1,716.1
59986,20,394.863,394.863
