# =-=-=-=-=-=-=-=-=-=-=
# LOG DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
# =-= Roborobo! 
# =-= Official version tag    : 20120605
# =-= Current build name      : Amsterdam build
# =-= Compilation version tag : Mar 18 2014 - 09:10:25
#
# Loaded time stamp           : 20140326-06h02m10s623757us
#
# random seed             : 1395813730
0 : 2 c 50
0 : 6 c 50
0 : 7 c 50
0 : 9 c 50
0 : 17 c 50
0 : 22 c 50
0 : 22 c 50
0 : 25 c 50
0 : 25 c 50
0 : 26 c 50
0 : 28 c 50
0 : 28 c 50
0 : 28 c 50
0 : 30 c 50
0 : 31 c 50
0 : 32 c 50
0 : 33 c 50
0 : 37 c 50
0 : 39 c 50
0 : 39 c 50
0 : 41 c 50
0 : 43 c 50
0 : 43 c 50
0 : 49 c 50
0 : 57 c 50
0 : 57 c 50
0 : 57 c 50
0 : 57 c 50
0 : 60 c 50
0 : 61 c 50
0 : 63 c 50
0 : 64 c 50
0 : 72 c 50
0 : 74 c 50
0 : 75 c 50
0 : 80 c 50
0 : 81 c 50
0 : 85 c 50
0 : 86 c 50
0 : 88 c 50
0 : 89 c 50
0 : 91 c 50
0 : 91 c 50
0 : 91 c 50
0 : 92 c 50
0 : 96 c 50
0 : 96 c 50
0 : Agent Points Created 0
1 : 0 c 0
1 : 2 c 0
1 : 6 c 0
1 : 7 c 0
1 : 9 c 0
1 : 17 c 0
1 : 22 c 0
1 : 22 c 0
1 : 25 c 0
1 : 25 c 0
1 : 26 c 0
1 : 28 c 0
1 : 28 c 0
1 : 28 c 0
1 : 30 c 0
1 : 31 c 0
1 : 32 c 0
1 : 33 c 0
1 : 37 c 0
1 : 39 c 0
1 : 39 c 0
1 : 41 c 0
1 : 43 c 0
1 : 43 c 0
1 : 49 c 0
1 : 57 c 0
1 : 57 c 0
1 : 57 c 0
1 : 57 c 0
1 : 60 c 0
1 : 60 c 0
1 : 61 c 0
1 : 63 c 0
1 : 64 c 0
1 : 66 c 0
1 : 71 die
1 : 71 lf 2
1 : 71 a 1.45756
1 : 72 c 0
1 : 74 c 0
1 : 75 c 0
1 : 80 c 0
1 : 81 c 0
1 : 83 c 0
1 : 85 c 0
1 : 86 c 0
1 : 88 c 0
1 : 89 c 0
1 : 90 c 0
1 : 91 c 0
1 : 91 c 0
1 : 91 c 0
1 : 92 c 0
1 : Agent Points Created 0
2 : 25 c 0
2 : 35 c 0
2 : 64 c 0
2 : 81 c 0
2 : 89 c 0
2 : 91 c 0
2 : Agent Points Created 0
3 : 35 c 0
3 : Agent Points Created 0
4 : Agent Points Created 0
5 : 17 c 0
5 : 70 c 0
5 : 81 c 0
5 : Agent Points Created 0
6 : 34 c 0
6 : 81 c 0
6 : Agent Points Created 0
7 : 20 c 0
7 : 21 c 0
7 : 68 c 0
7 : 72 c 0
7 : 81 c 0
7 : Agent Points Created 0
8 : 26 c 0
8 : 68 c 0
8 : Agent Points Created 0
9 : Agent Points Created 0
10 : 27 c 0
10 : 63 c 0
10 : 96 c 0
10 : Agent Points Created 0
11 : 38 c 0
11 : 86 c 0
11 : 88 c 0
11 : Agent Points Created 0
12 : 68 c 0
12 : Agent Points Created 0
13 : 96 c 0
13 : Agent Points Created 0
14 : 35 c 0
14 : Agent Points Created 0
15 : 61 c 0
15 : Agent Points Created 0
16 : 87 c 0
16 : 91 die
16 : 91 lf 17
16 : 91 a 0.685909
16 : Agent Points Created 0
17 : 25 c 0
17 : 52 c 0
17 : 60 c 0
17 : Agent Points Created 0
18 : Agent Points Created 0
19 : Agent Points Created 0
20 : 2 c 0
20 : Agent Points Created 0
21 : 59 c 0
21 : Agent Points Created 0
22 : 59 c 0
22 : Agent Points Created 0
23 : 23 c 0
23 : 28 c 0
23 : Agent Points Created 0
24 : Agent Points Created 0
25 : 1 c 0
25 : 13 c 0
25 : 21 c 0
25 : 55 c 0
25 : 60 c 0
25 : Agent Points Created 0
26 : 7 c 0
26 : 9 c 0
26 : 12 c 0
26 : 22 c 0
26 : 22 c 0
26 : 26 c 0
26 : 28 c 0
26 : 28 c 0
26 : 28 c 0
26 : 30 c 0
26 : 32 c 0
26 : 33 c 0
26 : 37 c 0
26 : 41 c 0
26 : 57 c 0
26 : 57 c 0
26 : 74 c 0
26 : 75 c 0
26 : 80 c 0
26 : 89 c 0
26 : 90 c 0
26 : 92 c 0
26 : Agent Points Created 0
27 : 1 c 0
27 : 66 c 0
27 : 89 c 0
27 : Agent Points Created 0
28 : 39 c 0
28 : 86 c 0
28 : Agent Points Created 0
29 : 50 c 0
29 : 88 c 0
29 : Agent Points Created 0
30 : Agent Points Created 0
31 : 42 c 0
31 : 59 c 0
31 : 60 c 0
31 : Agent Points Created 0
