# =-=-=-=-=-=-=-=-=-=-=
# STATISTICAL DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
1,6,554.87,554.87
1,11,584.949,584.949
1,60,399.189,399.189
1,62,99.3671,91.3671
1,90,663.826,663.826
2,39,728.75,728.75
2,62,120.816,120.816
3,45,543.838,543.838
5,93,695.289,695.289
6,56,544.809,544.809
17,46,534.779,534.779
400,32,790.176,72.1765
400,81,788.654,588.654
401,32,717.38,78.3795
401,81,654.415,654.415
402,32,688.139,78.1386
403,32,609.579,77.5789
404,3,484.848,484.848
404,32,531.545,77.5448
405,32,453.256,77.2561
406,32,375.579,76.5793
407,32,298.958,76.958
408,32,221.804,77.8036
409,32,143.947,78.9471
410,32,79.5246,79.5246
807,85,483.241,483.241
2400,37,589.709,589.709
3200,63,772.759,772.759
3202,90,627.14,627.14
3216,9,754.136,754.136
3305,97,675.883,675.883
3602,52,800.887,614.887
3604,52,248.915,248.915
4411,49,541.616,509.616
4413,49,582.116,582.116
5602,37,798.523,769.523
5603,37,349.646,349.646
22409,22,799.897,338.897
22418,22,452.476,285.476
22419,22,534.034,534.034
31431,36,769.013,140.013
31433,36,627.563,333.563
31434,36,293.723,141.723
31435,36,706.449,706.449
31489,80,773.527,134.527
31490,80,638.945,161.945
31491,80,476.776,94.7758
31492,80,381.628,66.6277
31493,80,314.738,60.738
31494,80,253.702,58.7022
31495,80,194.281,59.2807
31496,80,184.558,134.558
31497,80,123.324,123.324
66808,56,778.924,548.924
66809,56,229.701,145.701
66810,56,141.654,141.654
66838,85,798.496,101.496
66839,85,696.215,177.215
66840,85,518.876,189.876
66841,85,328.769,222.769
66842,85,617.411,617.411
67883,83,795.081,778.081
67886,83,540.474,540.474
69775,39,605.382,605.382
75018,1,784.897,566.897
75019,1,638.185,638.185
