# =-=-=-=-=-=-=-=-=-=-=
# STATISTICAL DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
1,31,637.917,637.917
1,37,794.559,794.559
1,76,408.548,408.548
4,77,404.203,404.203
8,79,640.398,640.398
18,57,743.183,743.183
72,67,751.396,751.396
286,25,790.794,790.794
400,30,112.09,112.09
400,58,631.209,631.209
405,84,595.913,332.913
406,84,271.573,271.573
800,19,550.94,500.94
801,19,683.068,683.068
803,34,779.676,352.676
804,34,426.181,413.181
805,34,399.523,399.523
845,92,796.819,791.819
1101,15,511.525,511.525
1502,1,790.985,749.985
1511,1,777.794,777.794
6251,66,796.944,742.944
6607,49,795.962,754.962
6878,87,800.746,520.746
6919,87,607.233,607.233
13635,31,772.192,516.192
20968,70,790.46,619.46
22813,73,796.636,597.636
22863,73,706.388,706.388
23051,23,785.201,728.201
23137,23,777.797,777.797
24265,66,611.657,606.657
25051,8,796.29,762.29
25052,8,229.488,229.488
25613,90,800.321,602.321
25684,90,729.266,729.266
26004,76,800.626,725.626
26012,70,798.91,695.91
26114,70,701.885,640.885
26193,76,796.813,426.813
26343,86,786.788,766.788
26469,94,781.917,647.917
26760,94,800.066,482.066
27034,73,796.958,448.958
27234,32,800.836,418.836
28448,54,800.223,708.223
28807,54,786.747,786.747
28817,27,800.624,584.624
28920,27,800.836,715.836
29052,27,753.309,730.309
29193,27,782.458,706.458
29279,87,797.341,727.341
29512,56,800.35,736.35
