# =-=-=-=-=-=-=-=-=-=-=
# STATISTICAL DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
11,49,554.988,554.988
14,48,786.599,786.599
128,32,440.117,440.117
625,8,798.098,739.098
807,81,559.665,519.665
904,81,566.652,566.652
938,87,462.475,456.475
1368,25,799.796,799.796
1602,97,800.982,275.982
1604,9,777.405,460.405
1604,97,610.937,610.937
1617,9,404.994,286.994
1623,9,329.699,329.699
1700,98,575.43,575.43
1706,36,794.828,785.828
2037,93,770.549,711.549
2038,93,466.362,466.362
2098,37,799.357,799.357
2185,66,748.721,748.721
2384,12,540.879,540.879
2526,30,792.729,721.729
2527,30,505.961,505.961
3218,37,773.073,773.073
5300,79,595.798,591.798
5301,79,561.024,561.024
5316,68,797.875,675.875
5317,68,556.054,556.054
28390,96,753.563,49.5634
28391,96,703.122,18.1215
28392,96,684.65,20.65
28393,96,663.18,20.18
28395,96,641.109,80.1094
28396,96,623.914,623.914
34294,62,795.599,712.599
34295,62,181.42,181.42
68319,24,754.723,648.723
68668,15,795.852,784.852
70084,9,695.533,667.533
70400,66,797.699,596.699
70463,61,738.913,529.913
77711,21,791.415,544.415
77712,21,246.466,241.466
77713,21,193.521,193.521
77872,19,784.372,588.372
78043,19,787.391,638.391
78054,19,551.337,551.337
