# =-=-=-=-=-=-=-=-=-=-=
# STATISTICAL DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
1,26,301.937,301.937
1,71,663.26,663.26
1,91,523.308,523.308
1,94,144.616,144.616
2,39,405.833,405.833
3,11,608.95,608.95
10,90,546.269,546.269
63,3,720.43,720.43
400,7,509.227,509.227
407,53,790.261,673.261
408,53,642.725,642.725
433,13,795.962,795.962
1274,29,784.437,603.437
1739,99,791.841,652.841
1759,99,576.449,576.449
1915,38,791.211,791.211
1963,17,747.814,487.814
2001,12,799.918,738.918
2002,12,227.419,227.419
2024,17,760.768,760.768
2059,87,594.109,396.109
2060,87,603.648,603.648
2106,30,626.345,626.345
2123,10,760.249,760.249
2402,23,794.061,513.061
2422,23,533.193,533.193
2443,85,707.563,670.563
2444,85,270.575,270.575
2957,29,551.074,551.074
3633,83,767.686,757.686
3644,83,535.533,535.533
3702,42,721.448,721.448
4073,3,800.68,575.68
4550,72,672.331,59.3311
4551,72,612.677,44.6766
4552,72,567.032,70.0325
4553,72,496.608,77.6077
4555,72,417.351,84.3515
4556,72,332.973,52.9734
4557,72,279.851,100.851
4558,72,548.778,548.778
4650,80,783.163,535.163
4655,80,680.737,680.737
4711,41,762.332,762.332
4772,31,709.655,709.655
5074,58,791.514,773.514
5095,58,630.047,630.047
5361,99,522.349,522.349
40931,78,744.894,594.894
40932,78,648.69,648.69
