# =-=-=-=-=-=-=-=-=-=-=
# STATISTICAL DATA 
# =-=-=-=-=-=-=-=-=-=-=
#
1,48,149.054,82.0539
1,51,273.21,273.21
2,48,144.42,144.42
2,72,185.804,185.804
2,88,462.832,462.832
33,92,583.036,583.036
400,53,534.151,534.151
400,63,750.548,323.548
400,71,450.312,278.312
401,71,349.71,349.71
403,36,647.042,330.042
404,36,316.319,95.3188
405,12,783.118,360.118
405,36,220.771,75.7705
406,36,144.97,69.9696
407,36,74.9071,44.9071
408,36,45.5329,45.5329
409,12,734.43,734.43
409,63,619.486,619.486
800,17,600.057,383.057
809,17,499.691,499.691
1607,51,636.042,636.042
1701,93,668.662,668.662
2000,23,740.223,740.223
2032,66,605.339,605.339
2067,34,650.884,461.884
2434,92,709.218,709.218
2470,34,596.203,596.203
2561,36,796.726,745.726
2800,94,798.621,160.621
2912,94,800.958,654.958
2913,94,145.097,100.097
2914,94,97.5249,97.5249
3001,96,649.478,649.478
4102,10,575.035,575.035
4905,2,358.741,358.741
5730,34,624.972,624.972
7926,78,682.625,682.625
8539,58,725.701,725.701
9171,99,791.75,776.75
25832,81,737.355,737.355
25841,26,600.499,492.499
25880,26,471.55,471.55
26693,26,388.221,319.221
26705,26,656.914,656.914
50755,26,577.759,577.759
62434,1,739.095,591.095
62475,36,768.86,344.86
62478,36,421.279,202.279
62482,36,579.772,579.772
62495,1,253.773,253.773
71784,68,756.43,729.43
72953,85,745.035,745.035
73257,22,775.171,709.171
73272,22,496.659,496.659
74360,20,774.468,774.468
